"cleaned","label"
"details on the vaccine location at medgar evers college in brooklyn for people living in the qualifying zip codes 11206 11221 11216 11238 11225 11213 11233 11207 11208 11236 11212 11203 11226 or 11210 call 1833nys4vax 18336974829","0"
"watching this morning on cbsn and both vlad and jiang got their 1st vaccine shot yay congrats u two wearamask sociallydistance washyourhands getashot staysafe freelive247 alwayson","0"
"and i held a press conference today to call for vaccination centers to extend their hours to 247 especially during the month of ramadhan where nyers are fasting during the day and can't safely access the vaccine once fasting breaks","0"
"dr fauci says don't do this after your vaccine eat this not that","0"
"vaccine updates press conference","0"
"thank you for your questions everyone time to get to work tune in tonight at 10and11 to hear what our medical experts have to say about potential boosters hitting the marketplace following comments made by pfizer and moderna ceos earlier today","0"
"indeed we've been organizing volunteer vaccine outreach phonebanks for over a month join us on one","0"
"multiplemyeloma patients showing a lagging or absent immune response after 2 doses of the covid19 vaccine mmsm myeloma covidvaccine covid19vaccine","-1"
"i found a study that shows covid vaccine not effective on people who had bone marrow transplant also blood cancer patients in remission could get knocked out of remission i have multiple myeloma","-1"
"i have multiple myeloma in remission study shows covid vaccine could jump start my cancer also people that had bone marrow transplant the covid vaccine is ineffective","-1"
"reminder to join our covid19 vaccine info forum tonight at 6pm live at or on zoom by request at vaccinateny","0"
"want to know how your zip code is doing in terms of vaccinations take a look at the enormous range of vaccination success on li by map and our take on how to close the gap the vaccine it's our best shot","0"
"may 19 all restrictions lifted on restaurants gyms museums theaters broadway retail shops and offices with social distancing maintained food and beverage curfew lifted as well residential gatherings increased to 50 subway resumes 247 service","0"
"new covid vaccine appointments available for 12477 at walgreen drug store 6 simmons plaza saugerties ny make your appointment at","0"
"there's so much chatter about the vaccine how do you tell the difference between facts and fiction join us as a qualified expert dr nicolette louissaint phd to answer our questions thursday may 23 6 pm","0"
"i'm not sure if this will help anyone but i got the error message for the past week my boyfriend and i live in different zip codes and i signed us up for the vaccine at the same time i was able to find his pass but not mine tried mine w his zip code and found mine","1"
"catch me tonight at 8pm est if my second vax today doesn't knock me out before then","0"
"join me for virtual tonight 68pm est also on insta my livestream will continue fri 68pm on personal facebookinsta after june 1 tips appreciated venmo vercelloni paypal stay wellvax up thank you","0"
"join me for virtual tonight 8301030pm est and in person at marie's 6pm12am new livestream starts june 7 730pm est follow me for details tips appreciated venmo vercelloni paypal stay wellvax upthank you","0"
"the white house press briefing had just wrapped up and now takes over from new york with the day's news this afternoon on cbsn joins tanya on president biden's vaccine distribution goal freelive247 alwayson","0"
"tomorrow join us for a youth vax block party there will be food music and family activities vax appointments are not required but you can book in advance by on or call 8778294692 12 8 pm open streets at 34th ave and 78th street by travers park","0"
